index,url,type
150,huffingtonpost.com/2011/10/24/south-carolina-primary-case_n_1029599.html,benign
151,http://qz.com/403774/quartz-daily-brief-japanese-military-verizon-aol-sporty-branson-saucy-swedes/,benign
152,select.nytimes.com/gst/abstract.html?res=F70814F93B581A7A93CBA9178BD95F4C8385F9,benign
153,startrekcostumes.net/,benign
154,en.wikipedia.org/wiki/Neil_Curtis,benign
155,music.carowinds.com/,benign
156,http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,malware
157,newjersey.craigslist.org/,benign
158,roverslands.net,phishing
159,familypedia.wikia.com/wiki/Joseph_Philippe_Roi_de_Villere_%281727-1769%29,benign
160,http://mylust.com/videos/232790/hentai-slut-with-big-juicy-tits-gets-fucked-doggy-style/,benign
161,acronymfinder.com/John-Burroughs-High-school-(Burbank%2c-CA)-(JBHS).html,benign
162,http://www.familienbund.org/index.php?option=com_content&view=article&id=291:stellungnahme-des-familienbundes-der-katholiken-zum-referentenentwurf-eines-gesetzes-zur-erweiterung-der-grosselternzeit-&c,defacement
163,http://www.vanoorschotkranen.nl/hoogwerker/hoogwerkers.pdf,defacement
164,youtube.com/watch?v=K_-bsYE-y08,benign
165,myspace.com/jking909,benign
166,http://www.academiedumeuble.ca/index.php?option=com_seminar&task=3&cid=516&sem_midx=0&sem_jidx=0&Itemid=69,defacement
167,corporacionrossenditotours.com,phishing
168,http://maslen.sk/index.php?option=com_contact&view=contact&id=37:iados-o-obchodnu-spolupracu&catid=29:dopytformular&Itemid=5,defacement
169,http://www.clinicatecma.es/index.php/densiometria,defacement
170,movies.msn.com/celebrities/celebrity/george-'gabby'-hayes/,benign
171,idlebrain.com/news/functions/engagement-brahmini.html,benign
172,vh1.com/video/that-metal-show/full-episodes/carmine-appice-dave-meniketti/1663564/playlist.jhtml,benign
173,archiver.rootsweb.ancestry.com/th/read/GEN-OBIT/2007-04/1176208149,benign
174,perezhilton.com/category/william-shatner/,benign
175,fsnaindia.com/,benign
176,actionjaxon666.wordpress.com/2011/02/24/new-macbook-pros-secretly-16gb-capable/,benign
177,en.wikipedia.org/wiki/Kenji_Nojima,benign
178,alaskajewelry.com/colored-stone-tanzanite-rings-c-21_72_91.html?=&infoBox=0,benign
179,greenparty.ca/campaign/24048,benign
180,http://mic.com/articles/117758/mtv-just-gave-these-artists-a-huge-platform-to-bring-attention-to-indigenous-rights,benign
181,randomhouse.com/book/84548/tapestry-of-spies-by-stephen-hunter,benign
182,argentinawarez.com/musica-mp3-gratis/65991-ost-boat-rocked-soundtrack-2cd-2009-a.html,benign
183,192.com/atoz/people/gerrard/steven/,benign
184,users6.nofeehost.com/aldenh/493.html,benign
185,facebook.com/opalhilldrive,benign
186,scottss.com/,benign
187,http://drive-google-com.fanalav.com/6a7ec96d6a4b8b887e9f9ace81b40a99/,phishing
188,manta.com/ic/mt6fkz0/ca/residence-sault-au-recollet,benign
189,http://www.perthshire-caravans.co.uk/stock-list/caravans/706-elddis-odyssey-540,defacement
190,forum.exscn.net/archive/index.php/t-10778.html?pda=1,benign
191,superpages.com/bp/Kansas-City-KS/Kansas-City-Terminal-Railway-L2170949422.htm,benign
192,maxlapointe.com/?p=141,benign
193,http://rendeck.com/index.php/nl/vacatures/table/9/0/index.html?resetfilters=0,defacement
194,ca.ratemyteachers.com/louise-trichet/106184-s,benign
195,cardomain.com/ride/2424103/2006-pontiac-gto,benign
196,apps.facebook.com/ilike/artist/Les+Respectables,benign
197,cbssports.com/nba/players/playerpage/20626/paul-pierce,benign
198,detkreimeier-fotografie.de,phishing
199,http://listovka.info/xmap.html,defacement
200,home.comcast.net/~jcage89/350z/navbox/index.htm,benign
201,margaritawill.com/hotdogs/,benign
202,pipl.com/directory/name/Pallas/Tony,benign
203,newyorker.com/archive/1982/04/12/1982_04_12_039_TNY_CARDS_000335949,benign
204,youtube.com/watch?v=eMY1FT3Pqh8,benign
205,law.cornell.edu/wex/Joint_venture,benign
206,pitchfork.com/reviews/albums/13979-broken-bells/,benign
207,http://skyrock.com/videos/eDJwODRhNzoxMw==-bug-1187-moi-ma-famille.html?top=3&period=recent,benign
208,hollywood.com/movie/Biutiful/6870447,benign
209,facebook.com/pages/The-Paul-Lynde-Halloween-Special-1976/280289980245,benign
210,hot-people.info/Crossett_AR_Dorothy-Moore_Eric--Newton_1051.html,benign
211,onlineradio7.com/listen/CFLO_1047,benign
212,http://9779.info/%E5%8F%A4%E4%BB%A3%E4%BA%8C%E5%8D%81%E5%9B%9B%E5%AD%9D%E5%B8%83%E8%B4%B4%E7%94%BB/,malware
213,http://www.jnpiraq.net/arabic/index.php?option=com_content&view=article&id=610&catid=5&Itemid=10,defacement
214,artistswithaids.org/artforms/music/catalogue/rileyl.html,benign
215,http://www.versverwerktegroenten.nl/bruine-bonen.html,defacement
216,mylife.com/dominicbouchard,benign
217,mmagearguide.com/ufc-117-t-shirts-silva-vs-sonnen/,benign
218,worldtraveltours.org/4-alternative-places-you-can-choose-at-montreal-travel/.html,benign
219,iptv.org/,benign
220,elliscountydivorcelawyer.com/ellis-county-post-divorce-modification.htm,benign
221,http://grantland.com/the-triangle/2015-mlb-over-under-bets-chicago-cubs-houston-astros-oakland-as-tampa-bay-rays/,benign
222,fanpix.net/gallery/doug-savant-pictures.htm,benign
223,chacha.com/question/what-time-does-metro-center-mall-close,benign
224,marcospecialties.com/storeitems.asp?game=Chicago%20Coin&Chicago%20Coin=RED%20BARON%20(Blue%20Max),benign
225,hdlns.com/g508zf1457/Kansas+City+Star+Obituaries+Obituaries+from+Kansas+City+Star+Kansas+City%2C+MO,benign
226,familytreemaker.genealogy.com/users/v/e/r/James-R-Verrier/GENE7-0008.html,benign
227,therainmakersmessageboard.yuku.com/,benign
228,tumblr.com/tagged/sebastien+lefebvre,benign
229,ussoccer.com/News/Soccer-Wire/2002/10/U-S-Soccer-Wire-Galaxy-Claims-2002-MLS-Cup-With-1-0-Double-OT-Win-Over-Revs-Will-Go-For-Rare-Double.aspx,benign
230,filmannex.com/movie/1984-olympics-fencing-men-saber/21938,benign
231,allaboutjazz.com/php/musician.php?id=3751,benign
232,info-pages.000webhostapp.com,phishing
233,skiracing.com/?q=node/514,benign
234,myptccash.com,phishing
235,ertx.com/movie/2008/mad-about-mambo,benign
236,classicbikepictures.co.uk/c319/p2499/for_sale/yamaha%C2%A0yfu1wyfu1-t_for_sale.html,benign
237,http://thenextweb.com/dd/2011/05/09/squarespace-to-begin-version-6-beta-testing/gtm.js/gtm.js,benign
238,http://ecoledecoiffurecarolinelaprise.com/formations/pose-ongles/108.html,defacement
239,mtlasm.blogspot.com/,benign
240,http://chinacxyy.com/piccodejs-000.asp?lm2=191&x=3&y=2&w=90&h=63&open=1&n=10&tj=0,malware
241,medicinenet.com/heel_spurs/city.htm,benign
242,music.yahoo.com/nothingface/,benign
243,http://9779.info/%E6%8A%98%E7%BA%B8%E6%89%87%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/,malware
244,espn.go.com/college-football/team/_/id/2306/kansas-state-wildcats,benign
245,bleacherreport.com/articles/811265-mlb-power-rankings-comparing-every-mlb-team-to-a-classic-80s-rock-band,benign
246,citiprepaid-salarysea-at.tk,phishing
247,famoushookups.com/site/relationship_detail.php?name=Martin-Brodeur&celebid=12150&relid=11371,benign
248,genealogybuff.com/ar/clark/webbbs_config.pl/noframes/read/10,benign
249,microlabsltd.com/,benign
250,tripadvisor.com/ShowUserReviews-g57417-d1013388-r21219909-Mulligan_s-Stratton_Mountain_Vermont.html,benign
251,http://www.smc-images.co.uk/images/index_hvoda_2311_10.html,phishing
252,flickr.com/people/sleepingelf/,benign
253,http://www.nabu-gaildorf.de/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=01&Itemid=33,defacement
254,subscene.com/Taking-Woodstock/subtitles-80048.aspx,benign
255,http://kccs.nichost.ru/index.php?option=com_content&view=article&id=107:-24052012-213&catid=17:news&Itemid=35,defacement
256,http://www.nubiafarias.com/v1/index.php?option=com_mailto&tmpl=component&link=b9f337d1ca40d09a113ab5ae6426a96e642fb2af,defacement
257,http://thenextweb.com/insider/2014/10/29/unbabel-integrates-mailchimp-offer-translation-service-promotional-emails/gtm.js/gtm.start,benign
258,tabs.ultimate-guitar.com/a/audioslave/audioslave_album_btab.htm,benign
259,sunjournal.com/section/news/5974,benign
260,http://www.elektro-vozila.si/motocikli/novice/volta-bcn-city-je-elektricni-mestni-supermoto-iz-spanije,defacement
261,ethicalsuperstore.com/products/green-and-blacks/organic-hot-chocolate-drink/?_$ja=tsid:6494%7Ccc:%7Cprd:12744%7Ccat:Groceries+%26+Everyday+%3E+Drinks+%3E+Chocolate,benign
262,lilliputreview.blogspot.com/2011/04/r-h-blyth-on-waka-and-haiku.html,benign
263,http://www.musimagen.com/lista_socios.php?pagina=15&letra=,defacement
264,basketball.wikia.com/wiki/Golden_State_Warriors,benign
265,ech.cwru.edu/ech-cgi/article.pl?id=PGS,benign
266,filmaffinity.com/es/search.php?stype=cast&stext=Elliott+Gould,benign
267,chicopeemasoniclodge.org/westover.htm,benign
268,filmcritic.com/features/2008/10/american-science-fiction-movies/,benign
269,geographic.org/geographic_names/v/ve_014.html,benign
270,paperbackswap.com/Sadie-Rose-Adventure-Hilda-Stahl/book/0891076352/,benign
271,baseball-almanac.com/players/player.php?p=hengeda01,benign
272,biographi.ca/EN/ShowBio.asp?BioId=41243,benign
273,deborahfrances-white.com/stand-up.html,benign
274,spcmoray.com/,benign
275,http://sexshop-bg.biz/products?page=shop.browse&category_id=276,defacement
276,edu.gov.on.ca/eng/sift/indexSec.asp,benign
277,benoitglazer.com/,benign
278,judgepedia.org/index.php/Alan_Gold,benign
279,http://mueblesjulianjimenez.es/index.php?page=shop.browse&category_id=14&option=com_virtuemart&Itemid=9,defacement
280,sbnation.com/ncaa-football/players/36729/brandon-smith,benign
281,isearch.com/searching.php?qloc=&showForm=name&qname=Robin+Kelly&refer=3338,benign
282,http://fischereiverein.org/bildergalerie/category/45-faenge-oktober-2010,defacement
283,ratemyteachers.com/amelia-high-school/15131-s,benign
284,http://www.expatsalon.ru/index.php/2009-03-04-07-22-09/category/7-.html?start=20,defacement
285,http://apoiojur.com.br/index.php?%2FTable%2FAdministrativo%2F,defacement
286,http://www.steffen-lemme.de/contact/berliner-buero/besuch-in-berlin,defacement
287,http://djsipke.nl/foto-album/1-cafedeknyp/detail/74-104.html?tmpl=component,defacement
288,carfloormatsforsale.com/door-sill/,benign
289,http://www.harley-davidson-dijon.com/component/adsmanager/1-/737-,defacement
290,facebook.com/pages/Liberman-Broadcasting/106123536086051?sk=info,benign
291,thefreelibrary.com/No+Catholic+schools+in+Quebec.-a030534573,benign
292,cngzhz.en.ec21.com/,benign
293,atlasshrugs2000.typepad.com/atlas_shrugs/2007/08/your-black-musl.html,benign
294,rotoworld.com/player/nhl/1413/player?r=1,benign
295,facebook.com/topic.php?uid=34012632110&topic=5794,benign
296,tomdegan.blogspot.com/,benign
297,http://www.smartphone.net.br/index.php?option=com_content&view=article&id=66&Itemid=60&lang=pt,defacement
298,http://www.annamodlo.com.ua/index.html,defacement
299,http://codecanyon.net/item/hide-my-joomla-hide-your-source-links/full_screen_preview/8988449,benign
300,cswisdom.com/,benign
301,http://www.aquamarinadivingtenerife.com/en/sites-of-interest.html,defacement
302,http://www.lafavoritacb.com/index.php?option=com_content&view=article&id=107:horarioinvierno&catid=43:articulos&Itemid=77,defacement
303,ibabuzz.com/outtakes/category/night-owl/crown-city-rockers/,benign
304,youtube.com/watch?v=ueziUAQR9LU,benign
305,en.wikipedia.org/wiki/Simonne_Monet-Chartrand,benign
306,http://www.sidecocarrelli.it/x.txt,defacement
307,http://www.metalsul.ind.br/site/index.php?option=com_morfeoshow&Itemid=,defacement
308,martindale.com/Brett-Donald-McIntosh/834737-lawyer.htm,benign
309,frillr.com/?q=taxonomy/term/1733,benign
310,bankingblog.celent.com/?p=2493,benign
311,en.wikipedia.org/wiki/Category:American_religious_leaders,benign
312,narrativemagazine.com/authors/saul-bellow,benign
313,benmeadowcroft.com/reports/corbato/,benign
314,spokeo.com/Mike+Burrows,benign
315,http://otomoto.pl/ciezarowe/EW4Hou_aN610rPsocimkJ_IuLBofatBy4b0MLqoh7Lf.B7/JOcK7gzdoyrcIT2176iLzhCz8UoPOGcT6Y1ax8FNTPf.l7,benign
316,youtube.com/watch?v=FXWq7qMYB2s,benign
317,cifstate.org/,benign
318,nchsband.com/,benign
319,tvguide.com/celebrities/peter-keleghan/169984,benign
320,arstechnica.com/apple/news/2011/07/how-charlie-miller-discovered-the-apple-battery-hackhow-a-security-researcher-discovered-the-apple-battery-hack.ars,benign
321,blog.metmuseum.org/penandparchment/tag/hours-of-jeanne-devreux/,benign
322,divacafe.net/,benign
323,archive.org/stream/lifeofmaryqueeno00headuoft/lifeofmaryqueeno00headuoft_djvu.txt,benign
324,http://buzzfil.net/article/5646/animaux/on-dirait-une-attaque-mais-la-realite-en-est-tout-autre-3.html?href=inner_website,benign
325,http://portal.dddgaming.com/docs/rules/15022/cn/game_cn.html?amluMjAxNQ%3D%3D,malware
326,manta.com/c/mmq1m7y/coldwell-banker-heart-america,benign
327,superpages.com/bp/Milford-OH/Cliff-Riley-Insurance-L0125750056.htm,benign
328,ideas.repec.org/e/ppe73.html,benign
329,http://www.school91.kiev.ua/index.php?option=com_content&view=category&layout=blog&id=38&Itemid=57,defacement
330,flickr.com/photos/cornforthimages/5812399737/,benign
331,http://djkatrina.ru/sobytiya/meropriyatiya/klub-prime-otkryvaetsya-posle-remonta-i-razdaet-podarki.html,defacement
332,national.citysearch.com/profile/45753728/vacaville_ca/fentons_creamery.html,benign
333,http://yourlust.com/videos/tight-euro-teen-anna-gets-properly-fucked-on-the-floor.html,benign
334,nytimes.com/pages/books/index.html,benign
335,legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=10372,benign
336,http://szgs.ru/information-for-you/interesting-articles/13-2008-08-04-06-37-10.html,defacement
337,http://www.sandroecicero.com.br/index.php?option=com_content&view=article&id=1&Itemid=3&vsig1_0=18,defacement
338,homegain.com/local_real_estate/ND/argusville.html,benign
339,http://9779.info/%E7%AE%80%E5%8D%95%E6%8A%98%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,malware
340,http://noticias.uol.com.br/album/bbc/2015/04/01/obras-de-anel-rodoviario-de-r-68-bilhoes-afetam-rios-e-nascentes-em-sp.htm,benign
341,theglobeandmail.com/news/opinions/editorials/in-the-commons-the-kids-are-alright/article2011610/,benign
342,bw.edu/athletics/fb/staff/grabowski/,benign
343,appieid-enable.com,phishing
344,fadsplymouth.com/,benign
345,locatetv.com/tv/ellen-degeneres-show/1964142/episode-guide,benign
346,imdb.com/name/nm0769371/,benign
347,scotborders-folk.org.uk/labels.htm,benign
348,visa.ca/gvav/list2005.jsp?year=2005&curMonth=12,benign
349,autopostoajax.com.br,phishing
350,en.wikipedia.org/wiki/Party_of_One_(Peter_Elkas_album),benign
351,http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-bach-khoa-ha-noi-nam-2014-487293.html,benign
352,http://pikabu.ru/tag/%D0%BC%D0%B8%D0%BD%D0%B8%D0%BC%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC/hot,benign
353,http://www.ekino-neureut.de/index.php?option=com_content&view=article&id=15&Itemid=15,defacement
354,http://www.rockabilly.it/gruppi/52-four-stars.html,defacement
355,http://www.rathgaelgym.org/squads/mag.1,defacement
356,absoluteastronomy.com/topics/Legion_of_Merit,benign
357,thaiairways.com/,benign
358,famouspeople.com/famous_biographies/Lizzie_Stanton.htm,benign
359,triclopsband.com/,benign
360,mp3raid.com/music/lo_key.html,benign
361,amtrakcalifornia.com/index.cfm/routes/san-joaquin/,benign
362,4martinique.com/,benign
363,http://apoiojur.com.br/index.php?%2FNoticias%2Fnoticias.html,defacement
364,http://extratorrent.cc/torrent/4189694/Linux+User+%26+Developer+-+50+Critical+Fixes+%28Issue+152%2C+2015%29.html,benign
365,http://www.graz4u.at/de/produkte/187-high-level-e-mail-security.html,defacement
366,dwaynemeisner.com/,benign
367,linkedin.com/pub/john-barkley/7/764/916,benign
368,flyershistory.com/cgi-bin/b-player.cgi?Bernie_Parent,benign
369,http://www.richpictures.co.uk/home/viewpost/232,defacement
370,topix.com/ca/montreal-qc-montreal-nord,benign
